participantId,Education,Food,Recreation,Shelter,Wage,Savings,educationLevel,age,joviality,AgeGroup,JovialityGroup
15,570.0806933045985,3856.269539174668,5371.568483556982,8381.65409889032,90450.4649994938,72270.89218456723,HighSchoolOrCollege,35,0.232266068,MiddleAgedAdults,LowJoviality
16,192.18667527286482,4007.0676724652863,5207.0193408628165,8435.25530349393,140837.44268338467,122995.91369128978,Bachelors,39,0.392189088,MiddleAgedAdults,MiddleJoviality
17,570.0806933045985,4454.535091739866,5397.261893439867,8381.65409889032,257600,238796.46822262535,Bachelors,57,0.114667399,OldAdults,LowJoviality
18,1367.1527077321841,4277.555727464249,5940.612965970134,8394.326290175346,257600,237620.3523086581,Graduate,20,0.32696558,YoungAdults,LowJoviality
19,192.18667527286482,6031.268308383403,7088.734378542417,8565.697395816002,131413.53173987175,109535.64498185707,Bachelors,25,0.486470164,YoungAdults,MiddleJoviality
20,192.18667527286482,5135.454029579492,6332.365771147617,8609.178093256693,85530.44317488902,65261.25860563236,HighSchoolOrCollege,41,0.619057739,MiddleAgedAdults,MiddleJoviality
21,192.18667527286482,4987.9992726182945,10377.377328465125,10326.665642163962,33733.0933180795,7848.864399559248,Low,35,0.931240975,MiddleAgedAdults,HighJoviality
22,192.18667527286482,6397.996581709395,6424.997896869186,15218.24410424163,48517.224041284884,20283.7987831918,HighSchoolOrCollege,25,0.663815663,YoungAdults,HighJoviality
23,1367.1527077321841,4362.235310703408,10067.678383327744,8394.326290175346,74392.18290664391,50200.79021470522,Low,57,0.260211811,OldAdults,LowJoviality
24,192.18667527286482,4435.4127829379395,5517.563747725551,8609.178093256693,116886.83316500553,98132.49186581248,Bachelors,44,0.607328128,MiddleAgedAdults,MiddleJoviality
25,192.18667527286482,5835.043813939857,4123.11166762235,8804.8412317398,83722.58896518283,64767.405576607955,HighSchoolOrCollege,38,0.520535752,MiddleAgedAdults,MiddleJoviality
26,192.18667527286482,5865.932021587181,7506.019926377962,8804.8412317398,78597.47047645354,56228.49062147572,HighSchoolOrCollege,28,0.549177225,YoungAdults,MiddleJoviality
27,570.0806933045985,4361.338260799335,6252.577983418221,8438.47887244212,89711.98376495673,70089.50795499246,HighSchoolOrCollege,45,0.135148815,MiddleAgedAdults,LowJoviality
28,570.0806933045985,3820.744182151487,9412.164913487546,8438.47887244212,198560.26565628615,176318.79699490042,Bachelors,54,0.230073813,OldAdults,LowJoviality
29,192.18667527286482,4426.273253222969,4472.3030267308495,9239.648206146701,65477.52148893384,47147.11032756045,Low,18,0.607853294,NA,MiddleJoviality
30,192.18667527286482,6313.019781966723,6930.887785509123,16302.76143603144,28703.619009105896,-1035.2366696742538,HighSchoolOrCollege,49,0.681423545,OldAdults,HighJoviality
31,1367.1527077321841,4363.3903157026625,5086.410151260767,8510.37688404874,216215.1759600906,196887.84590134624,Graduate,40,0.23266675,MiddleAgedAdults,LowJoviality
32,570.0806933045985,4279.10424071161,3930.0829450026044,8552.128419545717,87323.83170973661,69992.43541117209,HighSchoolOrCollege,33,0.189498641,MiddleAgedAdults,LowJoviality
33,1097.9677822096717,4542.137074799115,3040.256857201122,8600.074322230046,176068.8789521932,158788.44291575326,Bachelors,21,0.094585958,YoungAdults,LowJoviality
34,192.18667527286482,4045.0381352625222,9425.179943336187,17540.934572153914,59168.430133185975,27965.090807160486,Low,23,0.767112453,YoungAdults,HighJoviality
35,192.18667527286482,6498.84348456766,7977.250694762958,9391.830647189117,28153.50321061194,4093.3917088193393,Low,20,0.707950782,YoungAdults,HighJoviality
36,192.18667527286482,4388.821052631383,4643.907930742152,9630.974483112914,213766.12991844304,194910.2397766837,Graduate,41,0.348019484,MiddleAgedAdults,LowJoviality
37,570.0806933045985,4033.5436672019746,7159.74256910642,8608.953193097517,87249.72903527095,66877.40891256044,HighSchoolOrCollege,54,0.174975799,OldAdults,LowJoviality
38,570.0806933045985,4321.952635949439,6537.224788452889,8608.953193097517,72475.03805228138,52436.826741476936,Low,34,0.215116214,MiddleAgedAdults,LowJoviality
39,192.18667527286482,4125.066749568159,8509.706182330223,11239.760288418456,55589.26526006242,31522.545364472713,Bachelors,54,0.862950926,OldAdults,HighJoviality
40,570.0806933045985,6179.723510043486,8353.483537252992,9035.138994736006,31343.74913708045,7205.3224017433695,Low,55,0.880410054,OldAdults,HighJoviality
41,192.18667527286482,6441.904472246704,6356.289667792316,9978.820062638439,28188.825014249003,5219.62413629868,HighSchoolOrCollege,41,0.863663966,MiddleAgedAdults,HighJoviality
42,1097.9677822096717,4174.206796340899,4402.795481167127,8651.571773261365,84286.94491095646,65960.4030779774,HighSchoolOrCollege,24,0.055283617,YoungAdults,LowJoviality
43,570.0806933045985,4203.068599018968,7921.470754161538,8665.777966649313,171190.46498053079,149830.0669673964,Bachelors,48,0.045228735,OldAdults,LowJoviality
44,12.812445018190989,38.534865850963925,0,0,159.16666666666669,107.81935579751176,Low,39,0.976499153,MiddleAgedAdults,HighJoviality
45,570.0806933045985,3897.374175681524,4897.739128189173,8665.777966649313,209991.79573081655,191960.82376699196,Graduate,50,0.179657824,OldAdults,LowJoviality
46,570.0806933045985,4061.326807154205,7728.4312195025805,8665.777966649313,83507.13194172432,62481.51525511361,HighSchoolOrCollege,47,0.225049088,OldAdults,LowJoviality
47,192.18667527286482,6101.845613356869,3661.059456169431,9978.820062638439,77159.41487117535,57225.50306373775,HighSchoolOrCollege,58,0.424159724,OldAdults,MiddleJoviality
48,192.18667527286482,6510.821416476476,5943.435913198823,9978.820062638439,74864.4361284531,52239.17206086649,HighSchoolOrCollege,42,0.485827661,MiddleAgedAdults,MiddleJoviality
49,570.0806933045985,4319.921312667953,4232.509665370152,8694.190353425216,208942.22628472603,191125.5242599581,Graduate,54,0.229589642,OldAdults,LowJoviality
50,192.18667527286482,4431.885536711559,8073.045713420522,9978.820062638439,74086.87294709754,51410.93495905415,HighSchoolOrCollege,45,0.576174771,MiddleAgedAdults,MiddleJoviality
51,192.18667527286482,6264.048722374679,4442.249126802115,10022.300760079128,193494.63970454503,172573.85442001626,Graduate,26,0.374354513,YoungAdults,MiddleJoviality
52,192.18667527286482,6428.737230196439,8120.188125520636,13500.756555334357,38474.98912513027,10233.12053880597,HighSchoolOrCollege,39,0.730126771,MiddleAgedAdults,HighJoviality
53,570.0806933045985,3814.376673162636,5337.3216064524995,8703.069224292682,62397.89366915972,43973.045471947305,Low,19,0.140697641,YoungAdults,LowJoviality
54,192.18667527286482,4011.3271368345136,7360.029296523553,23345.342806349523,120185.38362488775,85276.49770990729,Graduate,32,0.778504463,MiddleAgedAdults,HighJoviality
55,192.18667527286482,6798.46407592449,7027.608997086938,10034.777257404488,28501.65480847606,4448.617802787281,HighSchoolOrCollege,37,0.770806686,MiddleAgedAdults,HighJoviality
56,192.18667527286482,6325.245958040039,5574.651794789924,16021.027181279995,50081.05297200121,21967.941362618385,Graduate,40,0.734056857,MiddleAgedAdults,HighJoviality
57,192.18667527286482,3856.186107419445,5681.7764678790945,10217.963898562235,165588.1377239017,145640.02457476806,Graduate,56,0.422849796,OldAdults,MiddleJoviality
58,192.18667527286482,4138.473790848798,4854.1013930062245,8703.79454050439,205565.63673481153,187677.08033517926,Graduate,40,0.192945633,MiddleAgedAdults,LowJoviality
59,570.0806933045985,4041.2674154262586,5561.617478583382,8751.015126977012,166935.05947568108,148011.07876138983,Bachelors,35,0.186308253,MiddleAgedAdults,LowJoviality
60,192.18667527286482,5865.4525036581435,6960.4686434717205,10304.925293443617,72108.66857858736,48785.635462741004,HighSchoolOrCollege,46,0.411129251,MiddleAgedAdults,MiddleJoviality
61,192.18667527286482,6410.7387639314165,4418.770558376381,10452.074239841919,72428.96968774148,50955.199450318905,HighSchoolOrCollege,44,0.598278749,MiddleAgedAdults,MiddleJoviality
62,192.18667527286482,4296.4228471846445,4774.253015372061,10452.074239841919,111916.49514615073,92201.55836847924,Bachelors,57,0.491406814,OldAdults,MiddleJoviality
63,192.18667527286482,6323.272557465657,5547.443657652963,10478.848083206376,71460.81575488565,48919.06478128779,HighSchoolOrCollege,36,0.583943591,MiddleAgedAdults,MiddleJoviality
64,192.18667527286482,6604.581066761732,5541.194741675047,10478.848083206376,68536.34729615948,45719.53672924345,HighSchoolOrCollege,52,0.330606159,OldAdults,LowJoviality
65,192.18667527286482,3821.2064311879453,6305.860693788922,10478.848083206376,67441.60474052807,46643.50285707196,HighSchoolOrCollege,23,0.498178653,YoungAdults,MiddleJoviality
66,192.18667527286482,5443.49676616307,11509.359274715298,17612.516469183192,95057.06991194763,60299.51072661321,Bachelors,51,0.773765426,OldAdults,HighJoviality
67,192.18667527286482,5936.566342293277,2731.386606976634,10479.507505563288,67202.7260337229,47863.07890361683,HighSchoolOrCollege,19,0.438788793,YoungAdults,MiddleJoviality
68,192.18667527286482,6054.807612964083,3960.373368857214,10522.328780647065,65408.88586506881,44679.18942732758,HighSchoolOrCollege,42,0.519538618,MiddleAgedAdults,MiddleJoviality
69,192.18667527286482,7207.431318126041,5869.96116042658,16131.338750496128,62332.77001269729,32931.85210837567,Bachelors,24,0.743901318,YoungAdults,HighJoviality
70,192.18667527286482,4611.0318888619895,6885.22862418786,12696.363652681583,37679.94172448065,13295.130883476348,HighSchoolOrCollege,49,0.72544679,OldAdults,HighJoviality
71,192.18667527286482,6708.459261142356,6594.554225324321,12696.363652681583,37536.13052855987,11344.566714138742,Bachelors,59,0.947066909,OldAdults,HighJoviality
72,570.0806933045985,4313.064202494746,6687.379484060058,8807.839900528812,157472.97073205907,137094.60645167087,Bachelors,21,0.218744284,YoungAdults,LowJoviality
73,192.18667527286482,6312.130679259518,5111.11894181513,10534.37403700603,103856.67659256591,81706.86625921237,Bachelors,32,0.381370977,MiddleAgedAdults,MiddleJoviality
74,570.0806933045985,6676.828491673015,7767.607675967305,9035.138994736006,26028.333333333336,1978.6774776524126,HighSchoolOrCollege,48,0.904601349,OldAdults,HighJoviality
75,0,4883.618067108561,8892.65011924421,13716.632860684933,41284.161949359535,13791.260902321834,HighSchoolOrCollege,59,0.791342831,OldAdults,HighJoviality
76,0,4495.2714321570065,4415.762438786796,10534.37403700603,65067.01674126418,45621.60883331434,HighSchoolOrCollege,34,0.362917704,MiddleAgedAdults,MiddleJoviality
77,0,4366.676922897938,6756.851792234147,10616.673834170138,64408.22966562562,42668.0271163234,HighSchoolOrCollege,20,0.621716267,YoungAdults,MiddleJoviality
78,0,5156.311656832981,5607.453156915131,8819.845134377782,193061.806472181,173478.1965240551,Graduate,24,0.188638917,YoungAdults,LowJoviality
79,0,4025.607010391701,1902.0438841993978,8819.845134377782,84308.05371428245,69560.55768531356,HighSchoolOrCollege,56,0.03403389,OldAdults,LowJoviality
80,0,5908.907904653666,2657.4993982443184,10644.107099891507,64015.576777457725,44805.06237466823,HighSchoolOrCollege,59,0.40138993,OldAdults,MiddleJoviality
81,0,5809.408301171298,6686.993996407755,16816.59188719972,81497.09581356846,52184.1016287897,Graduate,27,0.871320255,YoungAdults,HighJoviality
82,0,8350.330311835009,6922.628059020127,16000.896658174057,89110.87022660673,57837.01519757754,Graduate,40,0.955760648,MiddleAgedAdults,HighJoviality
83,0,4423.593441758877,484.60569727902106,8836.252287304711,82525.77361461376,68781.32218827115,HighSchoolOrCollege,53,0.027148207,OldAdults,LowJoviality
84,0,6441.148396488676,5012.106546660232,10726.406897055618,62385.25848309511,40205.59664289059,HighSchoolOrCollege,33,0.455102277,MiddleAgedAdults,MiddleJoviality
85,0,5780.714427739225,8043.269584850704,10726.406897055618,61783.266170271236,37232.87526062569,HighSchoolOrCollege,45,0.354510651,MiddleAgedAdults,MiddleJoviality
86,0,6209.825241561759,3108.1520544623772,10739.732267850519,60598.33679549509,40540.62723162043,HighSchoolOrCollege,31,0.399201318,YoungAdults,MiddleJoviality
87,0,6301.694561258542,8446.72639581233,9432.912409598599,31056.944378493423,6875.61101182395,HighSchoolOrCollege,58,0.725176476,OldAdults,HighJoviality
88,0,7262.838307934608,6774.453724259277,9035.138994736006,26028.333333333332,2955.9023064034427,HighSchoolOrCollege,20,0.746921002,YoungAdults,HighJoviality
89,0,4315.766115186436,5039.500831087585,8858.528665668913,80916.15203427481,62702.35642233188,HighSchoolOrCollege,54,0.169054036,OldAdults,LowJoviality
90,0,3740.595809864338,4136.590053544277,8858.528665668913,79520.90177189342,62785.1872428159,HighSchoolOrCollege,20,0.139818869,YoungAdults,LowJoviality
91,0,6355.966839771332,6785.851181435016,9120.376155063705,26028.333333333332,3766.1391570632786,HighSchoolOrCollege,41,0.733204092,MiddleAgedAdults,HighJoviality
92,0,4044.566879823657,5562.472295975458,10808.706694219725,59571.33781671687,39155.59194669803,HighSchoolOrCollege,43,0.467868166,MiddleAgedAdults,MiddleJoviality
93,0,5832.389089773016,4853.24079247302,10808.706694219725,57011.49063381776,35517.154057351996,HighSchoolOrCollege,48,0.580101654,OldAdults,MiddleJoviality
94,0,5915.105110992615,3434.629516876514,10808.706694219725,102813.32921717144,82654.88789508257,Bachelors,23,0.413830119,YoungAdults,MiddleJoviality
95,0,4372.802985078529,6372.345388735762,10863.573225662467,54462.7182359564,32853.99663647964,Low,47,0.451218504,OldAdults,MiddleJoviality
96,0,5896.408543110754,5323.598032901878,10863.573225662467,57030.384418158596,34946.804616483496,HighSchoolOrCollege,23,0.504845427,YoungAdults,MiddleJoviality
97,0,7395.414378930767,7289.440415357578,15218.24410424163,81305.63387677819,51402.53497824821,Graduate,56,0.679506778,OldAdults,HighJoviality
98,0,6457.843243069562,3209.38582647891,10863.573225662467,56275.77777305103,35744.97547784009,HighSchoolOrCollege,55,0.366630644,OldAdults,MiddleJoviality
99,0,6339.4046025496,4248.498698412215,10891.914708892935,96096.74857203639,74616.93056218163,Bachelors,31,0.39686665,YoungAdults,MiddleJoviality
100,0,4555.357790899768,5952.754711519105,8960.55647944927,55372.56057158933,35903.89158972119,Low,29,0.142686163,YoungAdults,LowJoviality
101,0,4019.2917087941023,0,9012.053930480588,78908.62447588773,65877.27883661304,HighSchoolOrCollege,38,0.020504586000000002,MiddleAgedAdults,LowJoviality
102,0,4311.334225458469,7976.6593320716465,9035.138994736006,155232.43124858025,133909.29869631413,Bachelors,56,0.265501227,OldAdults,LowJoviality
103,0,4163.16528975069,4066.9205466242315,9035.138994736006,148529.89080452404,131264.6659734131,Bachelors,18,0.194724115,NA,LowJoviality
104,0,4396.713164169258,8088.224290051045,9432.912409598599,30806.61842632059,8888.768562501687,HighSchoolOrCollege,47,0.991414933,OldAdults,HighJoviality
105,0,8136.47436378272,5913.045639838704,12591.868966108766,42491.514513879694,15850.125544149505,HighSchoolOrCollege,52,0.851915894,OldAdults,HighJoviality
106,0,4428.179602958775,8199.429016515878,13472.141892340851,76916.91960114964,50817.169089334144,Bachelors,34,0.700811306,MiddleAgedAdults,HighJoviality
107,0,6078.66720201694,2747.325772370439,10891.914708892935,55682.86160877556,35964.95392549524,HighSchoolOrCollege,26,0.357131296,YoungAdults,MiddleJoviality
108,0,4353.343692610259,3111.3680565097684,9035.138994736006,78503.19134482626,62003.34060097022,HighSchoolOrCollege,36,0.098903572,MiddleAgedAdults,LowJoviality
109,0,4236.621027233228,10532.193569794066,9051.946322124566,78475.81176599643,54655.05084684458,HighSchoolOrCollege,52,0.290464519,OldAdults,LowJoviality
110,0,4341.0194419338495,7508.7988550621385,9051.946322124566,76789.03183900421,55887.26721988365,HighSchoolOrCollege,26,0.313305546,YoungAdults,LowJoviality
111,0,4342.319206155191,8857.6269341791,9120.376155063705,25760,3439.677704602007,HighSchoolOrCollege,30,0.720330648,YoungAdults,HighJoviality
112,0,6458.926488569977,4035.7273976506817,11110.472617154795,154056.34821108874,132451.2217077133,Graduate,23,0.646977694,YoungAdults,MiddleJoviality
113,0,5856.883503564114,6488.836740313963,16564.893301609223,85906.69524954818,56996.081704060896,Graduate,51,0.999233967,OldAdults,HighJoviality
114,0,5857.5669167526385,2378.662649790114,11137.905882876164,135316.94094631076,115942.80549689184,Graduate,55,0.413490065,OldAdults,MiddleJoviality
115,0,4435.066978486933,6622.149916408037,11137.905882876164,55636.975886462445,33441.85310869131,HighSchoolOrCollege,56,0.57753282,OldAdults,MiddleJoviality
116,0,4384.0867258480375,5011.7140659979095,9051.946322124566,187773.73920720906,169325.99209323854,Graduate,43,0.30282788,MiddleAgedAdults,LowJoviality
117,0,5917.783090461335,7849.278680204334,18495.974103317305,83106.17266561536,50843.136791632394,Bachelors,22,0.760663448,YoungAdults,HighJoviality
118,0,4350.256882392307,6677.358784981449,9051.946322124566,147013.75393213442,126934.1919426361,Bachelors,33,0.140611532,MiddleAgedAdults,LowJoviality
119,0,6173.061838800009,6443.899106990882,11165.339148597533,131582.71122478443,107800.41113039601,Graduate,32,0.612907872,MiddleAgedAdults,MiddleJoviality
120,0,4927.6104632267125,8890.342818032588,12762.362112792242,45034.51911642608,18454.20372237454,HighSchoolOrCollege,31,0.876546337,YoungAdults,HighJoviality
121,0,6627.114967795936,4615.775367472762,11239.760288418456,55011.534340276536,32528.883716589382,HighSchoolOrCollege,45,0.41537229,MiddleAgedAdults,MiddleJoviality
122,0,4340.697323888797,5422.402400724764,9079.772483740395,77018.13348023604,58175.261271882075,HighSchoolOrCollege,37,0.159723746,MiddleAgedAdults,LowJoviality
123,0,4005.2996639223447,4939.956713801818,9119.872837007033,76074.93939902986,58009.810184298665,HighSchoolOrCollege,43,0.118152103,MiddleAgedAdults,LowJoviality
124,0,4465.595796036583,3956.923805330815,9119.872837007033,184736.12548917366,167193.7330507992,Graduate,49,0.14336634,OldAdults,LowJoviality
125,0,4053.792489983472,8918.079301519567,9120.376155063705,166141.47362184525,144049.2256752785,Graduate,50,0.150075471,OldAdults,LowJoviality
126,0,5964.281640315832,7574.367657348842,9489.737183150397,28346.492605422158,5318.106124607088,HighSchoolOrCollege,26,0.72895287,YoungAdults,HighJoviality
127,0,55.75430065343735,0,0,348.19702664209024,292.4427259886529,HighSchoolOrCollege,60,0.882038681,OldAdults,HighJoviality
128,0,6502.9930334202845,6017.01690254481,13500.756555334357,63967.675506662315,37946.90901536286,Bachelors,57,0.718790546,OldAdults,HighJoviality
129,0,5649.571021005913,9187.418676181422,11239.760288418456,53611.88705464089,27535.1370690351,HighSchoolOrCollege,27,0.371183768,YoungAdults,MiddleJoviality
130,0,6406.386850771836,6201.653298851438,11239.760288418456,53366.75628387251,29518.955845830784,HighSchoolOrCollege,48,0.524660325,OldAdults,MiddleJoviality
131,0,4377.70732679735,9397.633374099616,13326.833765571593,43176.495424300054,16074.320957831498,Bachelors,26,0.802929522,YoungAdults,HighJoviality
132,0,4257.187752609464,6599.828834178132,11239.760288418456,123861.01828463667,101764.24140943062,Graduate,36,0.540291283,MiddleAgedAdults,MiddleJoviality
133,0,5835.020513463045,4402.613862272299,11239.760288418456,52998.32016258002,31520.92549842622,HighSchoolOrCollege,27,0.551268581,YoungAdults,MiddleJoviality
134,0,3883.5731346032785,1721.8287239873832,9234.025702167304,75691.63348374236,60852.20592298439,HighSchoolOrCollege,53,0.247000174,OldAdults,LowJoviality
135,0,6872.418776911317,9094.300325660295,11913.711098749158,49745.829876224925,21865.39967490415,HighSchoolOrCollege,59,0.86081073,OldAdults,HighJoviality
136,0,6319.598648623559,5179.3286929976375,11239.760288418456,120649.27698209014,97910.58935205049,Graduate,34,0.555650922,MiddleAgedAdults,MiddleJoviality
137,0,4100.157600404437,5722.012883272806,9887.510598012988,30258.679690582085,10548.998608891852,HighSchoolOrCollege,34,0.87301128,MiddleAgedAdults,HighJoviality
138,0,6467.798623495027,6012.434030852532,15022.580965758521,52166.459379370106,24663.64575926402,HighSchoolOrCollege,49,0.732757238,OldAdults,HighJoviality
139,0,6098.129362090148,5669.731669135984,18956.386613466584,59095.239261555944,28370.99161686323,Bachelors,48,0.846097713,OldAdults,HighJoviality
140,0,4446.288565778239,4067.231087755124,9234.025702167304,144859.7023759085,127112.15702020784,Bachelors,24,0.216307476,YoungAdults,LowJoviality
141,0,6629.453352190725,6896.014638841283,13211.615560010086,46937.97793503469,20200.894383992596,Bachelors,24,0.792161061,YoungAdults,HighJoviality
142,0,64.70061340526479,0,0,352.0436399937251,287.3430265884603,HighSchoolOrCollege,24,0.789243454,YoungAdults,HighJoviality
143,0,3711.6171967242394,10331.022904355146,9234.025702167304,74795.51147674283,51518.845673496144,HighSchoolOrCollege,18,0.107753878,NA,LowJoviality
144,0,6030.108408908955,6401.817458912364,11275.072211483015,51198.2128815953,27491.21480229096,HighSchoolOrCollege,23,0.444080663,YoungAdults,MiddleJoviality
145,0,4361.311042758591,10427.417453867434,9347.6752492709,30580.257732558057,6443.85398666113,HighSchoolOrCollege,30,0.882253016,YoungAdults,HighJoviality
146,0,6204.383754741241,6319.349238651202,11275.072211483015,51648.21217503167,27849.40697015622,HighSchoolOrCollege,46,0.643761923,MiddleAgedAdults,MiddleJoviality
147,0,4232.884446774438,8207.12546981472,11275.072211483015,50256.48002608247,26541.3978980103,HighSchoolOrCollege,44,0.528698226,MiddleAgedAdults,MiddleJoviality
148,0,4412.004544967856,4207.747524277969,9234.025702167304,142806.13527746644,124952.35750605332,Bachelors,37,0.266938991,MiddleAgedAdults,LowJoviality
149,0,6940.10783479201,8671.611084916116,9347.6752492709,26679.012583608004,1719.618414628976,Bachelors,26,0.80654106,YoungAdults,HighJoviality
150,0,4361.2887870731965,4864.117104545091,9234.025702167304,132692.86766812854,114233.43607434296,Bachelors,44,0.20807405,MiddleAgedAdults,LowJoviality
151,0,5098.001105358596,5662.922058063127,9234.025702167304,53228.659986578,33233.71112098897,Low,46,0.159854965,MiddleAgedAdults,LowJoviality
152,0,6470.640717155658,3794.981302214385,11384.805274368495,49754.482771188465,28104.055477449925,HighSchoolOrCollege,41,0.6089739,MiddleAgedAdults,MiddleJoviality
153,0,8064.142585833973,7301.398879866502,13285.022451173414,40980.48554086629,12329.921623992404,HighSchoolOrCollege,23,0.758079342,YoungAdults,HighJoviality
154,0,58.59960249925247,0,0,348.7704567371436,290.17085423789115,HighSchoolOrCollege,29,0.954706293,YoungAdults,HighJoviality
155,0,4901.246331299157,8291.04253317064,9234.025702167304,165874.65832448806,143448.34375785096,Graduate,55,0.176618296,OldAdults,LowJoviality
156,0,5894.841823245522,6349.994921442475,11413.683078181219,48528.920646765946,24870.40082389673,HighSchoolOrCollege,52,0.466716971,OldAdults,MiddleJoviality
157,0,4306.827860567021,2090.1695212814802,9245.36397858022,163683.14794233858,148040.78658190987,Graduate,25,0.254005742,YoungAdults,LowJoviality
158,0,5584.491037263396,5821.915943555082,11522.384821782944,108038.81344069164,85110.02163809023,Graduate,25,0.468930899,YoungAdults,MiddleJoviality
159,0,3883.6909431472072,2821.1682858133236,9245.36397858022,74609.15582027787,58658.93261273712,HighSchoolOrCollege,39,0.24297235,MiddleAgedAdults,LowJoviality
160,0,4335.566666246897,4054.3098986909026,9262.438088943203,128547.63839839079,110895.32374450978,Bachelors,52,0.168095803,OldAdults,LowJoviality
161,0,41.04097438820384,0,0,326.5686390662673,285.52766467806345,HighSchoolOrCollege,47,0.965708743,OldAdults,HighJoviality
162,0,4664.394122795968,8892.907239279351,11631.704665860821,36429.447018158135,11240.440990221994,HighSchoolOrCollege,36,0.936659644,MiddleAgedAdults,HighJoviality
163,0,3908.0496550270705,7720.990690502823,9262.438088943203,74632.95478076443,53741.476346291325,HighSchoolOrCollege,26,0.225309113,YoungAdults,LowJoviality
164,0,8155.830513151848,7330.9012151823345,18352.85476759644,65190.33095059317,31350.744454662545,Graduate,27,0.812453062,YoungAdults,HighJoviality
165,0,5798.428461979056,6348.917716967993,16816.59188719972,87923.67367211956,58959.7356059728,Graduate,30,0.964990249,YoungAdults,HighJoviality
166,0,6169.893691837103,6118.8363709769255,11522.384821782944,48205.18534793292,24394.07046333595,Low,21,0.627739055,YoungAdults,MiddleJoviality
167,0,6339.291355739268,8274.429442418656,16593.347342575846,47856.97698102579,16649.908840292028,HighSchoolOrCollege,49,0.846680285,OldAdults,HighJoviality
168,0,5891.638275283332,3218.7319458664333,5226.037119920959,93021.81181737268,78685.40447630196,Graduate,48,0.365595636,OldAdults,MiddleJoviality
169,0,6531.526018578246,4972.001449463131,5267.187018503015,47474.47636408061,30703.76187753622,HighSchoolOrCollege,24,0.364391587,YoungAdults,MiddleJoviality
170,0,4059.0089510265993,4771.926072910821,5252.382514760274,126342.7788964667,112259.461357769,Bachelors,20,0.133248852,YoungAdults,LowJoviality
171,0,4206.24553043162,3335.7745424751474,5252.382514760274,51474.68193820801,38680.279350540965,Low,58,0.114389766,OldAdults,LowJoviality
172,0,6410.070735616779,5554.68124540862,5404.353347109863,88447.96932317918,71078.86399504391,Graduate,38,0.575001936,MiddleAgedAdults,MiddleJoviality
173,0,6081.135365545193,5488.108624978475,8623.671659070256,84802.85248307527,64609.93683348135,Graduate,19,0.78521373,YoungAdults,HighJoviality
174,0,8191.871864822771,5229.425801666514,6323.367748775754,26001.61941483303,6256.95399956799,Graduate,43,0.718049535,MiddleAgedAdults,HighJoviality
175,0,4082.6877427321137,5160.009887699494,5404.353347109863,46611.16127795936,31964.110300417888,HighSchoolOrCollege,22,0.481863571,YoungAdults,MiddleJoviality
